Probability	lower	upper	Year	Predictions	ENiClust	Subgroup
0.111869816824702	0.0995029449647034	0.124236688684701	17	Annual	IC9	ER+ High
0.0745267659450581	0.0684339881693126	0.0806195437208037	18	Annual	IC9	ER+ High
0.0535880555017208	0.050247569797939	0.0569285412055025	19	Annual	IC9	ER+ High
0.0268530037422708	0.0254827701475386	0.028223237337003	20	Annual	IC9	ER+ High
0.063875887823019	0.0485901801597488	0.0791615954862892	1	Annual	IC10	TNBC
0.0612029196616718	0.0511177185929708	0.0712881207303728	2	Annual	IC10	TNBC
0.114033380830586	0.102721243433548	0.125345518227624	3	Annual	IC10	TNBC
0.107606806083574	0.102440270382631	0.112773341784517	4	Annual	IC10	TNBC
0.0552474652208873	0.054169256698005	0.0563256737437696	5	Annual	IC10	TNBC
0.0312271652910968	0.0290576638898752	0.0333966666923184	6	Annual	IC10	TNBC
0.0406252462079986	0.0380512121341699	0.0431992802818274	7	Annual	IC10	TNBC
0.0361237712143767	0.0340757091550013	0.038171833273752	8	Annual	IC10	TNBC
0.0276187298643189	0.0262089955158041	0.0290284642128336	9	Annual	IC10	TNBC
0.0324824421736397	0.0309877410054547	0.0339771433418246	10	Annual	IC10	TNBC
0.128070898639461	0.110634290529627	0.145507506749296	11	Annual	IC10	TNBC
0.156981755661311	0.143682586917827	0.170280924404795	12	Annual	IC10	TNBC
0.0491796623029737	0.0467340205050729	0.0516253041008744	13	Annual	IC10	TNBC
0.0481014262208593	0.046452155661341	0.0497506967803775	14	Annual	IC10	TNBC
-1.46726176354917e-05	-1.48031666692416e-05	-1.45420686017417e-05	15	Annual	IC10	TNBC
0.0816995330568925	0.0740784846930101	0.0893205814207749	16	Annual	IC10	TNBC
0.151188055551015	0.14100552081605	0.16137059028598	17	Annual	IC10	TNBC
0.12221756455953	0.117473400374159	0.1269617287449	18	Annual	IC10	TNBC
0.0971067349406925	0.0954873641230696	0.0987261057583154	19	Annual	IC10	TNBC
0.0242850695961245	0.0241688807981537	0.0244012583940953	20	Annual	IC10	TNBC
0.0136841789215417	0.0118452719620542	0.0155230858810291	1	Annual	IC3/IC7/IC8	ER+ Typical
0.109400749538488	0.0966039198690074	0.122197579207968	2	Annual	IC3/IC7/IC8	ER+ Typical
0.0667754876434993	0.0606294444310302	0.0729215308559684	3	Annual	IC3/IC7/IC8	ER+ Typical
0.0668078637878734	0.0619494473246129	0.0716662802511339	4	Annual	IC3/IC7/IC8	ER+ Typical
0.0268978766800619	0.0253096530397305	0.0284861003203934	5	Annual	IC3/IC7/IC8	ER+ Typical
0.0190941604924737	0.0168150286457605	0.0213732923391868	6	Annual	IC3/IC7/IC8	ER+ Typical
0.110826741353768	0.0993841291573819	0.122269353550154	7	Annual	IC3/IC7/IC8	ER+ Typical
0.0463365897112436	0.0424428763519347	0.0502303030705525	8	Annual	IC3/IC7/IC8	ER+ Typical
0.0836480217318041	0.0779508894086174	0.0893451540549908	9	Annual	IC3/IC7/IC8	ER+ Typical
0.0192308733523286	0.0181881666783037	0.0202735800263535	10	Annual	IC3/IC7/IC8	ER+ Typical
0.073381387810925	0.066617343821626	0.0801454318002239	11	Annual	IC3/IC7/IC8	ER+ Typical
0.146978180588473	0.138823331165546	0.155133030011399	12	Annual	IC3/IC7/IC8	ER+ Typical
0.0797228278910292	0.0772509058182071	0.0821947499638514	13	Annual	IC3/IC7/IC8	ER+ Typical
0.0166478725559518	0.0162660655307633	0.0170296795811404	14	Annual	IC3/IC7/IC8	ER+ Typical
0.0109890504606545	0.0107589939788699	0.011219106942439	15	Annual	IC3/IC7/IC8	ER+ Typical
0.028127131831059	0.0268741208914688	0.0293801427706492	16	Annual	IC3/IC7/IC8	ER+ Typical
0.0429245953009803	0.0412749006862035	0.0445742899157571	17	Annual	IC3/IC7/IC8	ER+ Typical
0.0371086283369227	0.0358910006841336	0.0383262559897117	18	Annual	IC3/IC7/IC8	ER+ Typical
0.0425453663553055	0.0413392016350905	0.0437515310755205	19	Annual	IC3/IC7/IC8	ER+ Typical
0.0274561002667283	0.0267707403277711	0.0281414602056854	20	Annual	IC3/IC7/IC8	ER+ Typical
